-2.24E-07,0.00614063,-0.00614063
-2.24E-07,0.00989063,-0.00989063
-2.24E-07,0.002625,-0.002625
-2.23E-07,-0.00601563,0.00601563
-2.23E-07,0.00365625,-0.00365625
-2.23E-07,0.00390625,-0.00390625
-2.23E-07,0.00995313,-0.00995313
-2.23E-07,0.00598438,-0.00598438
-2.22E-07,0.0118281,-0.0118281
-2.22E-07,0.00873438,-0.00873438
-2.22E-07,0.00590625,-0.00590625
-2.22E-07,0.0118281,-0.0118281
-2.22E-07,0.014,-0.014
-2.21E-07,0.0139687,-0.0139687
-2.21E-07,0.008125,-0.008125
-2.21E-07,0.00585938,-0.00585938
-2.21E-07,0.0056875,-0.0056875
-2.21E-07,0.0119063,-0.0119063
-2.20E-07,0.0119687,-0.0119687
-2.20E-07,0.0160156,-0.0160156
-2.20E-07,0.008,-0.008
-2.20E-07,-0.00220313,0.00220313
-2.20E-07,0.0021875,-0.0021875
-2.19E-07,0.00592188,-0.00592188
-2.19E-07,0.00629688,-0.00629688
-2.19E-07,0.0119844,-0.0119844
-2.19E-07,0.003625,-0.003625
-2.19E-07,0.00265625,-0.00265625
-2.18E-07,0.0121719,-0.0121719
-2.18E-07,0.0122031,-0.0122031
-2.18E-07,0.0181094,-0.0181094
-2.18E-07,0.0113437,-0.0113437
-2.18E-07,0.00407813,-0.00407813
-2.17E-07,0.0071875,-0.0071875
-2.17E-07,-0.004,0.004
-2.17E-07,0.00628125,-0.00628125
-2.17E-07,0.00201563,-0.00201563
-2.17E-07,0.00801563,-0.00801563
-2.16E-07,-0.00239063,0.00239063
-2.16E-07,-0.00170313,0.00170313
-2.16E-07,0.00403125,-0.00403125
-2.16E-07,0.00198438,-0.00198438
-2.16E-07,0.00823438,-0.00823438
-2.15E-07,0.0138281,-0.0138281
-2.15E-07,0.0059375,-0.0059375
-2.15E-07,0.0101406,-0.0101406
-2.15E-07,0.00796875,-0.00796875
-2.15E-07,0.0101094,-0.0101094
-2.14E-07,0.014,-0.014
-2.14E-07,0.0179844,-0.0179844
-2.14E-07,0.0103438,-0.0103438
-2.14E-07,0.0019375,-0.0019375
-2.14E-07,0.00782812,-0.00782812
-2.13E-07,0.0121875,-0.0121875
-2.13E-07,0.0120469,-0.0120469
-2.13E-07,0.0112656,-0.0112656
-2.13E-07,0.0199063,-0.0199063
-2.13E-07,0.00357813,-0.00357813
-2.12E-07,0.0114844,-0.0114844
-2.12E-07,0.0100156,-0.0100156
-2.12E-07,0.00795313,-0.00795313
-2.12E-07,0.002,-0.002
-2.12E-07,0.00796875,-0.00796875
-2.11E-07,0.0102812,-0.0102812
-2.11E-07,0.0177188,-0.0177188
-2.11E-07,0.0178125,-0.0178125
-2.11E-07,0.012,-0.012
-2.11E-07,0.00760938,-0.00760938
-2.10E-07,0.006,-0.006
-2.10E-07,0.0140469,-0.0140469
-2.10E-07,0.00804688,-0.00804688
-2.10E-07,0.00553125,-0.00553125
-2.10E-07,-7.81E-05,7.8125E-05
-2.09E-07,-9.38E-05,9.375E-05
-2.09E-07,-4.69E-05,4.6875E-05
-2.09E-07,0.00803125,-0.00803125
-2.09E-07,0.004,-0.004
-2.09E-07,0.0102812,-0.0102812
-2.08E-07,0.00646875,-0.00646875
-2.08E-07,0.00603125,-0.00603125
-2.08E-07,0.00609375,-0.00609375
-2.08E-07,0.00409375,-0.00409375
-2.08E-07,0.00995313,-0.00995313
-2.07E-07,0.008,-0.008
-2.07E-07,0.0118125,-0.0118125
-2.07E-07,0.00795313,-0.00795313
-2.07E-07,3.13E-05,-3.125E-05
-2.07E-07,0.00615625,-0.00615625
-2.06E-07,0.01,-0.01
-2.06E-07,0.0099375,-0.0099375
-2.06E-07,0.00982813,-0.00982813
-2.06E-07,0.012,-0.012
-2.06E-07,0.00810938,-0.00810938
-2.05E-07,0.00796875,-0.00796875
-2.05E-07,0.0041875,-0.0041875
-2.05E-07,0.00404688,-0.00404688
-2.05E-07,0.00610938,-0.00610938
-2.05E-07,-4.69E-05,4.6875E-05
-2.04E-07,7.81E-05,-7.8125E-05
-2.04E-07,0.00198438,-0.00198438
-2.04E-07,0.00178125,-0.00178125
-2.04E-07,0.00601563,-0.00601563
-2.04E-07,0.00598438,-0.00598438
-2.03E-07,0.008,-0.008
-2.03E-07,0.00809375,-0.00809375
-2.03E-07,0.00804688,-0.00804688
-2.03E-07,0.01575,-0.01575
-2.03E-07,0.010125,-0.010125
-2.02E-07,0.00196875,-0.00196875
-2.02E-07,0.00592188,-0.00592188
-2.02E-07,0.00398438,-0.00398438
-2.02E-07,0.00940625,-0.00940625
-2.02E-07,0.0124219,-0.0124219
-2.01E-07,0.00415625,-0.00415625
-2.01E-07,0.00760938,-0.00760938
-2.01E-07,0.00957813,-0.00957813
-2.01E-07,0.012875,-0.012875
-2.01E-07,-0.00145312,0.00145312
-2.00E-07,0.00325,-0.00325
-2.00E-07,0.0039375,-0.0039375
-2.00E-07,-0.003375,0.003375
-2.00E-07,-0.00267188,0.00267188
-2.00E-07,0.00396875,-0.00396875
-1.99E-07,0.00185938,-0.00185938
-1.99E-07,0.00923438,-0.00923438
-1.99E-07,0.00817188,-0.00817188
-1.99E-07,0.009625,-0.009625
-1.99E-07,0.0085,-0.0085
-1.98E-07,0.00607813,-0.00607813
-1.98E-07,0.00598438,-0.00598438
-1.98E-07,0.006,-0.006
-1.98E-07,0.00604688,-0.00604688
-1.98E-07,0.0040625,-0.0040625
-1.97E-07,0.00201563,-0.00201563
-1.97E-07,-0.00179688,0.00179688
-1.97E-07,-0.00171875,0.00171875
-1.97E-07,0.00571875,-0.00571875
-1.97E-07,0.00803125,-0.00803125
-1.96E-07,0.00796875,-0.00796875
-1.96E-07,0.01,-0.01
-1.96E-07,0.00998438,-0.00998438
-1.96E-07,0.012,-0.012
-1.96E-07,0.00785938,-0.00785938
-1.95E-07,0.00595313,-0.00595313
-1.95E-07,0.00590625,-0.00590625
-1.95E-07,0.00798438,-0.00798438
-1.95E-07,0.00598438,-0.00598438
-1.95E-07,0.0107969,-0.0107969
-1.94E-07,0.018,-0.018
-1.94E-07,0.0114531,-0.0114531
-1.94E-07,0.012,-0.012
-1.94E-07,0.0138125,-0.0138125
-1.94E-07,0.00998438,-0.00998438
-1.93E-07,0.0119687,-0.0119687
-1.93E-07,0.00798438,-0.00798438
-1.93E-07,0.0100781,-0.0100781
-1.93E-07,0.0101094,-0.0101094
